69,42
86,72
20,49
2,6
2,55
29,89
53,24
61,81
53,84
73,34
19,41
43,46
81,18
94,27
80,87
22,56
42,54
24,72
73,49
94,84
1,63
88,23
7,46
43,35
23,28
3,88
81,54
38,14
52,34
26,21
44,91
55,52
73,77
54,75
63,41
91,1
7,71
12,53
10,91
53,92
35,29
12,77
87,86
53,65
13,67
99,14
24,64
85,42
84,62
44,73
15,60
13,6
3,19
50,68
81,96
76,92
58,29
2,80
61,65
44,79
19,95
19,1
76,61
5,1
89,40
0,16
45,31
99,71
74,2
75,97
74,64
86,5
66,65
65,37
74,89
38,84
23,3
84,29
91,65
59,70
