79,63
69,0
79,92
50,18
71,44
39,87
27,92
64,50
50,88
86,59
29,60
12,63
62,30
90,39
96,61
37,51
92,8
16,82
8,16
34,8
34,36
69,85
20,6
51,76
38,97
8,90
23,57
91,20
69,21
29,29
0,73
37,24
33,83
1,65
80,17
33,91
20,77
17,28
59,99
29,73
74,78
27,81
55,72
17,14
59,22
96,13
23,86
82,5
51,25
99,97
3,99
56,33
1,85
9,56
68,14
88,80
30,42
92,68
10,39
86,85
54,45
63,24
49,63
23,15
73,59
63,97
73,39
18,90
65,45
59,50
50,5
40,80
35,43
0,59
51,92
62,17
15,77
36,15
15,47
39,43
84,99
85,73
42,59
6,37
13,58
14,87
33,98
0,25
16,39
82,57
