37,69
23,98
41,79
1,54
41,21
24,53
30,7
59,75
64,44
68,29
42,90
90,17
61,3
98,73
52,29
49,36
52,66
5,79
39,53
9,92
78,48
81,56
95,0
3,11
76,64
16,52
86,43
45,99
20,23
30,25
14,89
39,1
59,64
57,57
80,20
37,25
10,51
73,8
10,75
89,2
19,82
29,39
3,65
34,12
77,81
70,78
98,43
93,9
73,21
85,95
39,97
60,83
14,33
34,74
52,80
13,59
69,69
62,36
58,20
66,14
61,32
53,47
98,80
50,43
88,37
3,48
76,29
42,64
98,62
89,41
71,42
4,16
39,47
96,87
50,98
44,19
64,65
55,96
94,76
89,5
0,47
8,30
77,90
10,39
30,44
46,21
27,82
38,34
15,70
79,95
96,20
30,1
89,94
84,0
13,5
95,24
88,47
96,66
63,54
2,95
