59,9
21,19
87,99
27,34
59,45
58,53
87,79
51,86
4,64
6,18
22,3
49,54
2,46
40,86
79,60
19,48
93,90
10,10
90,12
9,53
29,5
76,91
11,61
76,84
56,65
0,97
85,22
49,74
18,70
72,33
74,57
3,56
34,36
51,18
13,32
12,96
72,39
48,65
44,80
32,46
6,75
18,94
64,21
22,98
60,34
43,74
98,44
19,87
87,54
38,72
10,22
3,40
7,37
67,82
38,99
54,76
76,18
66,51
43,35
86,86
93,37
24,66
33,8
90,31
40,51
44,89
51,1
18,54
48,82
60,76
3,9
1,61
86,65
45,53
36,24
63,40
57,49
13,76
97,93
59,60
37,61
36,56
30,22
83,18
71,85
42,18
79,33
94,3
20,41
64,14
