32
0,0.4
0.09375,0.33334214
0.1875,0.77080616
0.28125,1.373099393
0.375,0.424264069
0.46875,0.117054193
0.5625,-0.013131619
0.65625,-1.164057457
0.75,-1
0.84375,-0.498881767
0.9375,-0.752235245
1.03125,0.273126451
1.125,0.989949494
1.21875,0.588471168
1.3125,1.076952905
1.40625,0.777798326
1.5,-0.4
1.59375,-0.33334214
1.6875,-0.77080616
1.78125,-1.373099393
1.875,-0.424264069
1.96875,-0.117054193
2.0625,0.013131619
2.15625,1.164057457
2.25,1
2.34375,0.498881767
2.4375,0.752235245
2.53125,-0.273126451
2.625,-0.989949494
2.71875,-0.588471168
2.8125,-1.076952905
2.90625,-0.777798326
