32
0,-0.6
0.09375,0.113828139
0.1875,1.648143601
0.28125,1.322980966
0.375,0.707106781
0.46875,-0.147105363
0.5625,-1.106947501
0.65625,-0.389727519
0.75,-0.4
0.84375,-0.813991587
0.9375,-0.506947501
1.03125,-0.571369432
1.125,0.707106781
1.21875,1.747245034
1.3125,1.048143601
1.40625,0.538092208
1.5,-0.6
1.59375,-0.997312327
1.6875,-0.199615464
1.78125,-0.638589595
1.875,-0.707106781
1.96875,-0.537286007
2.0625,-0.341580636
2.15625,1.273211706
2.25,1.6
2.34375,0.848947637
2.4375,0.258419364
2.53125,-0.961550076
2.625,-0.707106781
2.71875,-0.214325527
2.8125,-0.799615464
2.90625,-0.573048258
