32
0,0.5
0.09375,0.458025072
0.1875,0.461939766
0.28125,1.258570397
0.375,1.060660172
0.46875,-0.220644484
0.5625,-0.574025149
0.65625,-0.341076972
0.75,-1
0.84375,-1.321862253
0.9375,-0.191341716
1.03125,0.610825128
1.125,0.353553391
1.21875,0.703000164
1.3125,1.385819299
1.40625,0.653115394
1.5,-0.5
1.59375,-0.458025072
1.6875,-0.461939766
1.78125,-1.258570397
1.875,-1.060660172
1.96875,0.220644484
2.0625,0.574025149
2.15625,0.341076972
2.25,1
2.34375,1.321862253
2.4375,0.191341716
2.53125,-0.610825128
2.625,-0.353553391
2.71875,-0.703000164
2.8125,-1.385819299
2.90625,-0.653115394
