3,42
74,4
6,31
62,62
16,98
90,53
68,38
36,8
18,66
62,85
4,70
31,45
68,11
43,31
26,70
29,95
93,73
35,59
94,95
93,61
38,70
90,20
18,11
17,28
90,47
1,87
51,5
1,52
24,3
47,59
17,53
89,68
80,23
57,73
73,59
10,39
59,14
98,32
88,8
57,8
34,75
13,91
29,82
80,50
32,31
14,44
27,49
50,38
22,93
84,88
94,36
83,13
58,88
32,3
84,32
21,98
99,11
27,20
19,22
45,63
58,59
63,97
9,52
71,26
58,2
86,40
82,39
99,1
13,11
57,22
99,19
57,50
31,40
12,34
95,54
99,72
26,31
37,82
65,4
84,26
38,32
64,65
44,94
71,95
87,89
51,85
22,69
10,67
88,71
95,7
42,58
7,13
57,68
67,56
19,87
34,80
17,40
90,31
9,25
67,98
